"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 29 17:18:04 GMT 2022","Wed Jun 29 17:18:04 GMT 2022","326","Gradle suite","Gradle test","com.jalasoft.todoly.authentication.AuthenticationTests","com.jalasoft.todoly.authentication.AuthenticationTests","getTokenWithBasicAuthentication","getTokenWithBasicAuthentication",""
"passed","Wed Jun 29 17:18:24 GMT 2022","Wed Jun 29 17:18:25 GMT 2022","345","Gradle suite","Gradle test","com.jalasoft.todoly.projects.GetProjectByIdTests","com.jalasoft.todoly.projects.GetProjectByIdTests","getProjectById","getProjectById",""
"passed","Wed Jun 29 17:18:30 GMT 2022","Wed Jun 29 17:18:30 GMT 2022","315","Gradle suite","Gradle test","com.jalasoft.todoly.user.UserErrorCodesTest","com.jalasoft.todoly.user.UserErrorCodesTest","userNotAuthenticated","userNotAuthenticated",""
"broken","Wed Jun 29 17:18:03 GMT 2022","Wed Jun 29 17:18:04 GMT 2022","698","Gradle suite","Gradle test","com.jalasoft.todoly.authentication.AuthenticationTests","com.jalasoft.todoly.authentication.AuthenticationTests","deleteTokenWithoutAuthentication","deleteTokenWithoutAuthentication",""
"passed","Wed Jun 29 17:18:31 GMT 2022","Wed Jun 29 17:18:32 GMT 2022","289","Gradle suite","Gradle test","com.jalasoft.todoly.user.UserTest","com.jalasoft.todoly.user.UserTest","getUser","getUser",""
"passed","Wed Jun 29 17:18:26 GMT 2022","Wed Jun 29 17:18:27 GMT 2022","336","Gradle suite","Gradle test","com.jalasoft.todoly.projects.UpdateProjectByIdTest","com.jalasoft.todoly.projects.UpdateProjectByIdTest","updateProjectById","updateProjectById",""
"passed","Wed Jun 29 17:18:16 GMT 2022","Wed Jun 29 17:18:16 GMT 2022","339","Gradle suite","Gradle test","com.jalasoft.todoly.items.ItemTests","com.jalasoft.todoly.items.ItemTests","createNewItem","createNewItem",""
"passed","Wed Jun 29 17:18:07 GMT 2022","Wed Jun 29 17:18:07 GMT 2022","358","Gradle suite","Gradle test","com.jalasoft.todoly.icons.IconsTests","com.jalasoft.todoly.icons.IconsTests","getIconByNonExistentId","getIconByNonExistentId",""
"passed","Wed Jun 29 17:18:11 GMT 2022","Wed Jun 29 17:18:11 GMT 2022","327","Gradle suite","Gradle test","com.jalasoft.todoly.items.GetDoneRootItemByChildIdTest","com.jalasoft.todoly.items.GetDoneRootItemByChildIdTest","getDoneRootItemByChildID","getDoneRootItemByChildID",""
"passed","Wed Jun 29 17:18:31 GMT 2022","Wed Jun 29 17:18:31 GMT 2022","667","Gradle suite","Gradle test","com.jalasoft.todoly.user.UserTest","com.jalasoft.todoly.user.UserTest","deleteUser","deleteUser",""
