"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 18:31:27 GMT 2022","Tue Jun 28 18:31:27 GMT 2022","508","Gradle suite","Gradle test","com.jalasoft.todoly.items.ItemTests","com.jalasoft.todoly.items.ItemTests","getItemById","getItemById",""
"passed","Tue Jun 28 18:31:12 GMT 2022","Tue Jun 28 18:31:12 GMT 2022","566","Gradle suite","Gradle test","com.jalasoft.todoly.icons.IconsTests","com.jalasoft.todoly.icons.IconsTests","getIconByIdWithoutAuthentication","getIconByIdWithoutAuthentication",""
"passed","Tue Jun 28 18:31:47 GMT 2022","Tue Jun 28 18:31:48 GMT 2022","985","Gradle suite","Gradle test","com.jalasoft.todoly.user.UserTest","com.jalasoft.todoly.user.UserTest","deleteUser","deleteUser",""
"passed","Tue Jun 28 18:31:26 GMT 2022","Tue Jun 28 18:31:27 GMT 2022","517","Gradle suite","Gradle test","com.jalasoft.todoly.items.ItemTests","com.jalasoft.todoly.items.ItemTests","getAllItems","getAllItems",""
"passed","Tue Jun 28 18:31:14 GMT 2022","Tue Jun 28 18:31:15 GMT 2022","506","Gradle suite","Gradle test","com.jalasoft.todoly.items.ErrorMessageTests","com.jalasoft.todoly.items.ErrorMessageTests","tooShortItemName","tooShortItemName",""
"failed","Tue Jun 28 18:31:11 GMT 2022","Tue Jun 28 18:31:12 GMT 2022","524","Gradle suite","Gradle test","com.jalasoft.todoly.icons.IconsTests","com.jalasoft.todoly.icons.IconsTests","getIconByIdWithInvalidId","getIconByIdWithInvalidId",""
"passed","Tue Jun 28 18:31:52 GMT 2022","Tue Jun 28 18:31:53 GMT 2022","466","Gradle suite","Gradle test","com.jalasoft.todoly.filters.FiltersUnauthorizedTests","com.jalasoft.todoly.filters.FiltersUnauthorizedTests","getItemsOfAFilter","getItemsOfAFilter",""
"passed","Tue Jun 28 18:31:25 GMT 2022","Tue Jun 28 18:31:26 GMT 2022","467","Gradle suite","Gradle test","com.jalasoft.todoly.items.ItemTests","com.jalasoft.todoly.items.ItemTests","createNewItem","createNewItem",""
"passed","Tue Jun 28 18:31:52 GMT 2022","Tue Jun 28 18:31:52 GMT 2022","538","Gradle suite","Gradle test","com.jalasoft.todoly.filters.FiltersUnauthorizedTests","com.jalasoft.todoly.filters.FiltersUnauthorizedTests","getFiltersById","getFiltersById",""
"passed","Tue Jun 28 18:31:20 GMT 2022","Tue Jun 28 18:31:20 GMT 2022","506","Gradle suite","Gradle test","com.jalasoft.todoly.items.GetRootItemByChildIDTest","com.jalasoft.todoly.items.GetRootItemByChildIDTest","getRootItemByChildID","getRootItemByChildID",""
"passed","Tue Jun 28 18:31:27 GMT 2022","Tue Jun 28 18:31:28 GMT 2022","468","Gradle suite","Gradle test","com.jalasoft.todoly.items.ItemTests","com.jalasoft.todoly.items.ItemTests","updateItemById","updateItemById",""
"failed","Tue Jun 28 18:31:40 GMT 2022","Tue Jun 28 18:31:41 GMT 2022","507","Gradle suite","Gradle test","com.jalasoft.todoly.projects.UpdateProjectByIdTest","com.jalasoft.todoly.projects.UpdateProjectByIdTest","updateProjectByIdWithEmptyContent","updateProjectByIdWithEmptyContent",""
