"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 28 18:45:59 GMT 2022","Tue Jun 28 18:46:00 GMT 2022","331","Gradle suite","Gradle test","com.jalasoft.todoly.projects.GetProjectByIdTests","com.jalasoft.todoly.projects.GetProjectByIdTests","getProjectById","getProjectById",""
"passed","Tue Jun 28 18:45:42 GMT 2022","Tue Jun 28 18:45:42 GMT 2022","322","Gradle suite","Gradle test","com.jalasoft.todoly.icons.IconsTests","com.jalasoft.todoly.icons.IconsTests","getIconById","getIconById",""
"failed","Tue Jun 28 18:46:03 GMT 2022","Tue Jun 28 18:46:04 GMT 2022","327","Gradle suite","Gradle test","com.jalasoft.todoly.user.UserBugs","com.jalasoft.todoly.user.UserBugs","userInvalidRequestBug","userInvalidRequestBug",""
"passed","Tue Jun 28 18:45:45 GMT 2022","Tue Jun 28 18:45:45 GMT 2022","303","Gradle suite","Gradle test","com.jalasoft.todoly.items.ErrorMessageTests","com.jalasoft.todoly.items.ErrorMessageTests","youDontHaveAccessToThisItem","youDontHaveAccessToThisItem",""
"failed","Tue Jun 28 18:45:42 GMT 2022","Tue Jun 28 18:45:42 GMT 2022","341","Gradle suite","Gradle test","com.jalasoft.todoly.icons.IconsTests","com.jalasoft.todoly.icons.IconsTests","getIconByIdWithInvalidId","getIconByIdWithInvalidId",""
"passed","Tue Jun 28 18:45:39 GMT 2022","Tue Jun 28 18:45:40 GMT 2022","343","Gradle suite","Gradle test","com.jalasoft.todoly.authentication.AuthenticationTests","com.jalasoft.todoly.authentication.AuthenticationTests","getTokenWithBasicAuthentication","getTokenWithBasicAuthentication",""
"passed","Tue Jun 28 18:45:56 GMT 2022","Tue Jun 28 18:45:56 GMT 2022","325","Gradle suite","Gradle test","com.jalasoft.todoly.projects.DeleteProjectByIdTests","com.jalasoft.todoly.projects.DeleteProjectByIdTests","deleteProjectByIdNonExistentId","deleteProjectByIdNonExistentId",""
"passed","Tue Jun 28 18:46:09 GMT 2022","Tue Jun 28 18:46:10 GMT 2022","305","Gradle suite","Gradle test","com.jalasoft.todoly.filters.FiltersUnauthorizedTests","com.jalasoft.todoly.filters.FiltersUnauthorizedTests","getItemsOfAFilter","getItemsOfAFilter",""
"passed","Tue Jun 28 18:46:04 GMT 2022","Tue Jun 28 18:46:04 GMT 2022","295","Gradle suite","Gradle test","com.jalasoft.todoly.user.UserErrorCodesTest","com.jalasoft.todoly.user.UserErrorCodesTest","userAccountAlreadyExists","userAccountAlreadyExists",""
"passed","Tue Jun 28 18:45:54 GMT 2022","Tue Jun 28 18:45:55 GMT 2022","306","Gradle suite","Gradle test","com.jalasoft.todoly.projects.CreateNewProjectTests","com.jalasoft.todoly.projects.CreateNewProjectTests","createNewProjectEmptyContent","createNewProjectEmptyContent",""
